NumberOfBHK,Price,Transaction,BuiltUpArea,Availability,PostedDate,PostedBy,ReraApproved,AreaName
3,2.50 Crore,Resale,1800 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1 Crore,Resale,1800 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,86 Lakhs,New Property,900 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,93 Lakhs,New Property,955 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Whitefield, Bangalore"
3,2.05 Crore,New Property,1820 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,76.50 Lakh,New Property,1319 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," KR Puram, Bangalore"
2,68.54 Lakh,New Property,1043 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
3,1.72 Crore,New Property,1610 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kaggadasapura, Bangalore"
3,94.26 Lakh,New Property,1519 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
2,1.05 Crore,New Property,1018 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
2,62.06 Lakh,New Property,1078 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City, Bangalore"
2,1.10 Crore,New Property,1109 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kaggadasapura, Bangalore"
2,74 Lakhs,New Property,1275 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
3,97.88 Lakh,New Property,1595 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore"
2,72.74 Lakh,New Property,970 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
2,68.79 Lakh,New Property,1166 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Raja Rajeshwari Nagar, Bangalore."
2,81.25 Lakh,New Property,1300 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,80.03 Lakh,New Property,1240 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
2,66.50 Lakh,New Property,950 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Choodasandra, Bangalore"
2,65.83 Lakh,New Property,1197 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
3,1.20 Crore,New Property,1355 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Akshayanagar, Bangalore"
3,1.50 Crore,Resale,1450 Sq.Ft.,Ready To Move,18-Dec-2024,Broker,No," Electronic City Phase I, Bangalore"
4+,3.20 Crore,New Property,3387 Sq.Ft.,Ready To Move,19-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
3,2.90 Crore,New Property,1921 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Whitefield, Bangalore"
3,3.80 Crore,Resale,2368 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
2,1.04 Crore,New Property,1120 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.53 Crore,Resale,1513 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hosur Road, Bangalore"
2,65.63 Lakh,New Property,1191 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
1,46.41 Lakh,New Property,615 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Varthur, Bangalore"
2,1.57 Crore,New Property,1260 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bellandur, Bangalore"
2,67.52 Lakh,New Property,1151 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jakkur, Bangalore"
1,75 Lakhs,New Property,656 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikkavaderapura, Bangalore"
2,1.10 Crore,New Property,1256 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,80 Lakhs,New Property,1380 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
4+,2.25 Crore,Resale,2507 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore"
4+,3.18 Crore,Resale,3400 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.55 Crore,New Property,1240 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4+,3.10 Crore,Resale,2960 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore"
2,1.34 Crore,New Property,1594 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,55.54 Lakh,New Property,1180 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Akshayanagar, Bangalore"
2,77 Lakhs,New Property,974 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bagaluru, Bangalore"
2,96.47 Lakh,New Property,1171 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Nagavara, Bangalore"
2,67.84 Lakh,Resale,978 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
3,1.80 Crore,New Property,1839 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
3,68.88 Lakh,Resale,1312 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Kannamangala, Bangalore"
3,1.30 Crore,New Property,1450 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
1,54 Lakhs,Resale,630 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,58.61 Lakh,New Property,1170 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Electronic City, Bangalore"
3,81.68 Lakh,New Property,1530 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City, Bangalore"
2,67.08 Lakh,New Property,1177 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
2,58.32 Lakh,New Property,1080 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar 7th Phase, Bangalore"
2,72 Lakhs,New Property,1165 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase II, Bangalore"
3,1.08 Crore,New Property,1360 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
3,1 Crore,New Property,1502 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.44 Crore,New Property,1650 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sahakara Nagar, Bangalore"
2,1.22 Crore,New Property,1110 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
3,1.20 Crore,New Property,1334 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,1.41 Crore,Resale,1283 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,94.05 Lakh,New Property,1710 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chikkajala, Bangalore"
4+,4.20 Crore,New Property,2892 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Banashankari, Bangalore"
2,1.27 Crore,New Property,1280 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
2,1.26 Crore,New Property,1324 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
3,3.35 Crore,Resale,2316 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Banaswadi, Bangalore"
3,1.95 Crore,New Property,2400 Sq.Ft.,Ready To Move,19-Dec-2024,Broker,No," Anekal, Bangalore"
2,84.74 Lakh,New Property,1065 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hosur Road, Bangalore"
4,8.72 Crore,Resale,3400 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Devanahalli, Bangalore"
4,2.67 Crore,New Property,2406 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Judicial Layout, Bangalore"
3,1.35 Crore,New Property,1889 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hennur Road, Bangalore"
3,2.30 Crore,New Property,1900 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hebbal, Bangalore"
2,9.40 Crore,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kasavanahalli, Bangalore"
1,49 Lakhs,New Property,704 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
3,92.62 Lakh,New Property,1425 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kannamangala, Bangalore"
3,56.37 Lakh,New Property,1375 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kyalasanahalli, Bangalore"
2,89.90 Lakh,New Property,986 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,83.75 Lakh,New Property,1300 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
2,75 Lakhs,New Property,1099 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,1.82 Crore,New Property,1445 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4,3.77 Crore,Resale,2976 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,2.87 Crore,New Property,1591 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore"
1,85 Lakhs,New Property,666 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,74.62 Lakh,New Property,1295 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore"
2,1.05 Crore,New Property,1207 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,90.95 Lakh,New Property,1580 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka, Bangalore"
2,73.81 Lakh,New Property,1210 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
3,3.12 Crore,New Property,3071 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Hulimavu, Bangalore"
3,89.28 Lakh,New Property,1476 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
4+,2 Crores,Resale,2123 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," International Airport Road, Bangalore"
2,47 Lakhs,New Property,929 Sq.Ft.,Ready To Move,21-Dec-2024,Broker,No," Hoskote, Bangalore"
3,1.35 Crore,New Property,1460 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.50 Crore,New Property,1750 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hosur Road, Bangalore"
2,91.80 Lakh,New Property,1005 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kogilu, Bangalore."
2,86.70 Lakh,New Property,936 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore."
3,1.22 Crore,New Property,1586 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Tumkur Road, Bangalore"
2,66.30 Lakh,Resale,874 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore."
2,40.80 Lakh,New Property,880 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bannerghatta Road, Bangalore."
3,2.22 Crore,New Property,1464 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore"
3,30.60 Lakh,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jigani, Bangalore"
1,22.44 Lakh,New Property,600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Anekal, Bangalore."
3,1.09 Crore,New Property,1785 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
3,83.23 Lakh,New Property,1365 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Electronic City Phase I, Bangalore"
3,59.55 Lakh,New Property,1435 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoskote, Bangalore"
2,1.05 Crore,New Property,1335 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
1,46.85 Lakh,New Property,781 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoodi, Bangalore"
2,95.99 Lakh,New Property,1288 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
4,1.24 Crore,New Property,1885 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore"
4,2.10 Crore,Resale,3240 Sq.Ft.,Ready To Move,14-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
3,85 Lakhs,Resale,1420 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Marathahalli, Bangalore"
4,6.30 Crore,Resale,4111 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Whitefield, Bangalore"
4,2.67 Crore,New Property,2406 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Doddaballapur Road, Bangalore"
3,1.53 Crore,New Property,1601 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Kannamangala, Bangalore"
3,1.12 Crore,New Property,1454 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," New Bank Colony, Bangalore"
2,54.45 Lakh,New Property,1089 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,56.91 Lakh,New Property,973 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,1.28 Crore,New Property,1349 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yelahanka New Town, Bangalore"
3,83.49 Lakh,New Property,1532 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
1,69.01 Lakh,New Property,763 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
4+,3.75 Crore,Resale,3800 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore"
3,37.21 Lakh,New Property,1220 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,75 Lakhs,Resale,1235 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Raja Rajeshwari Nagar, Bangalore"
3,57.03 Lakh,New Property,1391 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
2,45.02 Lakh,New Property,1085 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoskote, Bangalore"
4+,3.90 Crore,Resale,2310 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore"
3,1.05 Crore,New Property,1451 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,72.41 Lakh,New Property,1114 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
1,47.34 Lakh,New Property,690 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
3,92.14 Lakh,New Property,1460 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.59 Crore,New Property,1775 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," KR Puram, Bangalore"
3,1.94 Crore,New Property,1990 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Sarjapur, Bangalore"
3,2.96 Crore,Resale,2016 Sq.Ft.,Ready To Move,14-Dec-2024,Broker,No," Allalasandra, Bangalore"
2,77.35 Lakh,New Property,1357 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
2,96.85 Lakh,New Property,1030 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.10 Crore,New Property,1545 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Doddanekkundi, Bangalore"
3,67.13 Lakh,New Property,1370 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Anjanapura, Bangalore."
2,71.05 Lakh,New Property,1025 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore."
2,36.50 Lakh,New Property,859 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.73 Crore,New Property,1850 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,65.26 Lakh,New Property,1176 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore."
3,68.59 Lakh,New Property,1236 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore."
2,45.80 Lakh,New Property,1145 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,38.50 Lakh,New Property,906 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,1.18 Crore,New Property,1515 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
2,38.46 Lakh,New Property,905 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.88 Crore,New Property,1434 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Magadi Road, Bangalore"
2,90 Lakhs,New Property,986 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
3,97.56 Lakh,New Property,1533 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Arekere, Bangalore"
3,1.63 Crore,New Property,1883 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoodi, Bangalore"
3,85.34 Lakh,New Property,1394 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore"
3,90 Lakhs,New Property,1256 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Devanahalli, Bangalore"
2,94.90 Lakh,New Property,900 Sq.Ft.,Ready To Move,21-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
4,3.89 Crore,Resale,2765 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Hebbal, Bangalore"
3,5.20 Crore,Resale,2700 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Whitefield, Bangalore"
1,53 Lakhs,New Property,525 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
2,1.96 Crore,New Property,1392 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Whitefield, Bangalore"
2,52.50 Lakh,New Property,1025 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," KR Puram, Bangalore"
3,1.17 Crore,New Property,1932 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," JP Nagar 7th Phase, Bangalore"
3,1.35 Crore,New Property,1572 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No, Thanisandra Ma
2,62.39 Lakh,New Property,1039 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Horamavu, Bangalore"
2,49.99 Lakh,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
1,31.60 Lakh,New Property,449 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Hoskote, Bangalore"
3,1.44 Crore,New Property,1800 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Mysore Road, Bangalore"
2,65 Lakhs,New Property,1000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Doddaballapur, Bangalore"
4+,5.35 Crore,New Property,3000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Tumkur Road, Bangalore."
4+,4.48 Crore,New Property,3200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Sarjapur road, Bangalore."
3,2.04 Crore,New Property,1750 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bellandur, Bangalore."
3,1.82 Crore,New Property,1740 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
2,41.68 Lakh,New Property,887 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
3,2.40 Crore,New Property,1665 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
3,2.34 Crore,New Property,1408 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
4+,2.45 Crore,Resale,2726 Sq.Ft.,Ready To Move,23-Dec-2024,Broker,No," Off Sarjapur road, Bangalore"
3,1.19 Crore,New Property,1558 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," New Bank Colony, Bangalore"
3,90.14 Lakh,Resale,1541 Sq.Ft.,Ready To Move,13-Dec-2024,Broker,No," Marathahalli, Bangalore"
4+,4.56 Crore,New Property,4900 Sq.Ft.,Ready To Move,14-Dec-2024,Broker,No," Devanahalli, Bangalore"
3,1.22 Crore,New Property,1775 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Sahakara Nagar, Bangalore"
2,77.67 Lakh,New Property,1195 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Varthur, Bangalore"
3,76 Lakhs,New Property,1410 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura, Bangalore"
3,1.29 Crore,New Property,1474 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Gunjur, Bangalore"
3,73 Lakhs,New Property,1360 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
1,43.83 Lakh,New Property,548 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
4+,8.16 Crore,New Property,5810 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
4+,12.24 Crore,New Property,5575 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
4+,5.35 Crore,New Property,3750 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
4+,7.14 Crore,New Property,3939 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
4,3.93 Crore,New Property,2618 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bannerghatta Road, Bangalore."
4,1.90 Crore,New Property,2580 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Attibele Road, Bangalore."
4+,4.75 Crore,New Property,2555 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore"
3,2.34 Crore,New Property,1520 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,1.25 Crore,Resale,1254 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.08 Crore,New Property,1518 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sahakara Nagar, Bangalore."
3,91.65 Lakh,New Property,1950 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Chandapura, Bangalore"
2,1.10 Crore,Resale,1189 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,1.49 Crore,Resale,1475 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,69.75 Lakh,New Property,1125 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Sarjapur, Bangalore"
2,81 Lakhs,New Property,959 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
3,3.12 Crore,Resale,3275 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Hulimavu, Bangalore"
3,1.35 Crore,New Property,1998 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
4,2.99 Crore,New Property,2575 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore."
3,2.40 Crore,New Property,1665 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Sarjapur Road, Bangalore."
4,2.83 Crore,New Property,1898 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore."
3,1.24 Crore,New Property,1406 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kanakapura Road, Bangalore."
3,2.34 Crore,New Property,1408 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,2.85 Crore,New Property,1570 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore."
3,35.70 Lakh,New Property,1200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Anekal, Bangalore."
2,1.61 Crore,New Property,1197 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
2,91.80 Lakh,New Property,1005 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Kogilu, Bangalore."
2,86.70 Lakh,New Property,936 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Old Madras Road, Bangalore."
2,66.30 Lakh,Resale,874 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Uttarahalli, Bangalore."
2,40.80 Lakh,New Property,880 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Bannerghatta Road, Bangalore."
3,1.25 Crore,New Property,2700 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Jigani, Bangalore"
1,22.44 Lakh,New Property,600 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Anekal, Bangalore."
1,1.02 Crore,New Property,631 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
3,1.35 Crore,New Property,1993 Sq.Ft.,Ready To Move,10-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
2,1.07 Crore,New Property,1525 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
3,1.75 Crore,New Property,1710 Sq.Ft.,Ready To Move,24-Dec-2024,Broker,No," Bannerghatta Road, Bangalore"
2,1.27 Crore,New Property,1215 Sq.Ft.,Ready To Move,20-Dec-2024,Broker,No," Sarjapur Road, Bangalore"
1,67.14 Lakh,New Property,700 Sq.Ft.,Ready To Move,17-Dec-2024,Broker,No," Kanakapura Road, Bangalore"
4,4.95 Crore,New Property,2492 Sq.Ft.,Ready To Move,09-Dec-2024,Broker,No," Off Hennur Road, Bangalore"
4,2.99 Crore,New Property,2575 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore."
4+,5.35 Crore,New Property,3000 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Tumkur Road, Bangalore."
4+,4.48 Crore,New Property,3200 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Off Sarjapur road, Bangalore."
4,2.83 Crore,New Property,1898 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Yeshwanthpur, Bangalore."
3,1.82 Crore,New Property,1740 Sq.Ft.,Ready To Move,26-Dec-2024,Broker,No," Whitefield, Bangalore."
